競賽場, 競賽類型, 警報, 剩余数, 最大空格, 比率, 出現回数
01_桐　生-05R, 二連単, 2  1, 6, 171, 0.035, 114
01_桐　生-06R, 二連単, 2  1, 52, 171, 0.304, 59
01_桐　生-07R, 二連単, 2  1, 0, 171, 0, 138
01_桐　生-08R, 二連単, 2  1, 46, 171, 0.269, 76
01_桐　生-09R, 二連単, 2  1, 0, 171, 0, 156
01_桐　生-10R, 二連単, 2  1, 13, 171, 0.076, 140
01_桐　生-11R, 二連単, 2  1, 6, 171, 0.035, 107
01_桐　生-12R, 二連単, 2  1, 6, 171, 0.035, 91
01_桐　生-01R, 三連単, 2  1  3, 36, 534, 0.067, 21
01_桐　生-02R, 三連単, 2  1  3, 26, 534, 0.049, 42
01_桐　生-03R, 三連単, 2  1  3, 26, 534, 0.049, 57
01_桐　生-04R, 三連単, 2  1  3, 89, 534, 0.167, 38
01_桐　生-05R, 三連単, 2  1  3, 6, 534, 0.011, 40
01_桐　生-06R, 三連単, 2  1  3, 52, 534, 0.097, 17
01_桐　生-07R, 三連単, 2  1  3, 28, 534, 0.052, 45
01_桐　生-08R, 三連単, 2  1  3, 52, 534, 0.097, 13
01_桐　生-09R, 三連単, 2  1  3, 76, 534, 0.142, 46
01_桐　生-10R, 三連単, 2  1  3, 18, 534, 0.034, 37
01_桐　生-11R, 三連単, 2  1  3, 29, 534, 0.054, 33
01_桐　生-12R, 三連単, 2  1  3, 144, 534, 0.27, 28
01_桐　生-01R, 三連単, 2  1  4, 16, 597, 0.027, 39
01_桐　生-02R, 三連単, 2  1  4, 7, 597, 0.012, 45
01_桐　生-03R, 三連単, 2  1  4, 40, 597, 0.067, 36
01_桐　生-04R, 三連単, 2  1  4, 97, 597, 0.162, 32
01_桐　生-05R, 三連単, 2  1  4, 120, 597, 0.201, 23
01_桐　生-06R, 三連単, 2  1  4, 254, 597, 0.425, 15
01_桐　生-07R, 三連単, 2  1  4, 3, 597, 0.005, 34
01_桐　生-08R, 三連単, 2  1  4, 203, 597, 0.34, 20
01_桐　生-09R, 三連単, 2  1  4, 15, 597, 0.025, 40
01_桐　生-10R, 三連単, 2  1  4, 13, 597, 0.022, 51
01_桐　生-11R, 三連単, 2  1  4, 145, 597, 0.243, 27
01_桐　生-12R, 三連単, 2  1  4, 7, 597, 0.012, 22
01_桐　生-01R, 三連単, 2  1  5, 72, 739, 0.097, 14
01_桐　生-02R, 三連単, 2  1  5, 86, 739, 0.116, 28
01_桐　生-03R, 三連単, 2  1  5, 59, 739, 0.08, 22
01_桐　生-04R, 三連単, 2  1  5, 200, 739, 0.271, 20
01_桐　生-05R, 三連単, 2  1  5, 15, 739, 0.02, 28
01_桐　生-06R, 三連単, 2  1  5, 110, 739, 0.149, 15
01_桐　生-07R, 三連単, 2  1  5, 60, 739, 0.081, 27
01_桐　生-08R, 三連単, 2  1  5, 46, 739, 0.062, 24
01_桐　生-09R, 三連単, 2  1  5, 0, 739, 0, 40
01_桐　生-10R, 三連単, 2  1  5, 50, 739, 0.068, 34
01_桐　生-11R, 三連単, 2  1  5, 6, 739, 0.008, 25
01_桐　生-12R, 三連単, 2  1  5, 6, 739, 0.008, 23
01_桐　生-01R, 三連単, 2  1  6, 200, 750, 0.267, 4
01_桐　生-02R, 三連単, 2  1  6, 32, 750, 0.043, 24
01_桐　生-03R, 三連単, 2  1  6, 98, 750, 0.131, 18
01_桐　生-04R, 三連単, 2  1  6, 250, 750, 0.333, 27
01_桐　生-05R, 三連単, 2  1  6, 9, 750, 0.012, 23
01_桐　生-06R, 三連単, 2  1  6, 74, 750, 0.099, 12
01_桐　生-07R, 三連単, 2  1  6, 0, 750, 0, 32
01_桐　生-08R, 三連単, 2  1  6, 65, 750, 0.087, 19
01_桐　生-09R, 三連単, 2  1  6, 24, 750, 0.032, 30
01_桐　生-10R, 三連単, 2  1  6, 57, 750, 0.076, 18
01_桐　生-11R, 三連単, 2  1  6, 61, 750, 0.081, 22
01_桐　生-12R, 三連単, 2  1  6, 25, 750, 0.033, 18
01_桐　生-01R, 拡連複, 2  3, 3, 41, 0.073, 325
01_桐　生-01R, 二連複, 2  3, 3, 187, 0.016, 93
01_桐　生-01R, 二連単, 2  3, 22, 301, 0.073, 57
01_桐　生-02R, 拡連複, 2  3, 2, 41, 0.049, 493
01_桐　生-02R, 二連複, 2  3, 19, 187, 0.102, 173
01_桐　生-02R, 二連単, 2  3, 19, 301, 0.063, 86
01_桐　生-03R, 拡連複, 2  3, 4, 41, 0.098, 519
01_桐　生-03R, 二連複, 2  3, 4, 187, 0.021, 171
01_桐　生-03R, 二連単, 2  3, 65, 301, 0.216, 96
01_桐　生-04R, 拡連複, 2  3, 2, 41, 0.049, 473
01_桐　生-04R, 二連複, 2  3, 5, 187, 0.027, 179
01_桐　生-04R, 二連単, 2  3, 5, 301, 0.017, 88
01_桐　生-05R, 拡連複, 2  3, 4, 41, 0.098, 486
01_桐　生-05R, 二連複, 2  3, 11, 187, 0.059, 157
01_桐　生-05R, 二連単, 2  3, 11, 301, 0.037, 84
01_桐　生-06R, 拡連複, 2  3, 0, 41, 0, 369
01_桐　生-06R, 二連複, 2  3, 43, 187, 0.23, 40
01_桐　生-06R, 二連単, 2  3, 43, 301, 0.143, 19
01_桐　生-07R, 拡連複, 2  3, 9, 41, 0.22, 485
01_桐　生-07R, 二連複, 2  3, 22, 187, 0.118, 155
01_桐　生-07R, 二連単, 2  3, 34, 301, 0.113, 99
01_桐　生-08R, 拡連複, 2  3, 8, 41, 0.195, 310
01_桐　生-08R, 二連複, 2  3, 86, 187, 0.46, 79
01_桐　生-08R, 二連単, 2  3, 769, 301, 2.555, 41
01_桐　生-09R, 拡連複, 2  3, 3, 41, 0.073, 471
01_桐　生-09R, 二連複, 2  3, 33, 187, 0.176, 110
01_桐　生-09R, 二連単, 2  3, 33, 301, 0.11, 61
01_桐　生-10R, 拡連複, 2  3, 12, 41, 0.293, 431
01_桐　生-10R, 二連複, 2  3, 12, 187, 0.064, 102
01_桐　生-10R, 二連単, 2  3, 12, 301, 0.04, 60
01_桐　生-11R, 拡連複, 2  3, 2, 41, 0.049, 425
01_桐　生-11R, 二連複, 2  3, 36, 187, 0.193, 76
01_桐　生-11R, 二連単, 2  3, 36, 301, 0.12, 40
01_桐　生-12R, 拡連複, 2  3, 5, 41, 0.122, 425
01_桐　生-12R, 二連複, 2  3, 85, 187, 0.455, 79
01_桐　生-12R, 二連単, 2  3, 109, 301, 0.362, 38
01_桐　生-01R, 三連単, 2  3  1, 350, 784, 0.446, 6
01_桐　生-02R, 三連単, 2  3  1, 177, 784, 0.226, 22
01_桐　生-03R, 三連単, 2  3  1, 280, 784, 0.357, 29
01_桐　生-04R, 三連単, 2  3  1, 56, 784, 0.071, 25
01_桐　生-05R, 三連単, 2  3  1, 71, 784, 0.091, 24
01_桐　生-06R, 三連単, 2  3  1, 256, 784, 0.327, 8
01_桐　生-07R, 三連単, 2  3  1, 48, 784, 0.061, 31
01_桐　生-08R, 三連単, 2  3  1, 1063, 784, 1.356, 12
01_桐　生-09R, 三連単, 2  3  1, 112, 784, 0.143, 27
01_桐　生-10R, 三連単, 2  3  1, 155, 784, 0.198, 16
01_桐　生-11R, 三連単, 2  3  1, 200, 784, 0.255, 10
01_桐　生-12R, 三連単, 2  3  1, 109, 784, 0.139, 17
01_桐　生-01R, 三連複, 2  3  4, 13, 370, 0.035, 163
01_桐　生-01R, 三連単, 2  3  4, 22, 1109, 0.02, 29
01_桐　生-02R, 三連複, 2  3  4, 18, 370, 0.049, 119
01_桐　生-02R, 三連単, 2  3  4, 180, 1109, 0.162, 23
01_桐　生-03R, 三連複, 2  3  4, 51, 370, 0.138, 121
01_桐　生-03R, 三連単, 2  3  4, 89, 1109, 0.08, 23
01_桐　生-04R, 三連複, 2  3  4, 2, 370, 0.005, 108
01_桐　生-04R, 三連単, 2  3  4, 70, 1109, 0.063, 26
01_桐　生-05R, 三連複, 2  3  4, 4, 370, 0.011, 114
01_桐　生-05R, 三連単, 2  3  4, 11, 1109, 0.01, 27
01_桐　生-06R, 三連複, 2  3  4, 43, 370, 0.116, 19
01_桐　生-06R, 三連単, 2  3  4, 43, 1109, 0.039, 4
01_桐　生-07R, 三連複, 2  3  4, 9, 370, 0.024, 87
01_桐　生-07R, 三連単, 2  3  4, 34, 1109, 0.031, 22
01_桐　生-08R, 三連複, 2  3  4, 71, 370, 0.192, 50
01_桐　生-08R, 三連単, 2  3  4, 1051, 1109, 0.948, 15
01_桐　生-09R, 三連複, 2  3  4, 9, 370, 0.024, 73
01_桐　生-09R, 三連単, 2  3  4, 33, 1109, 0.03, 12
01_桐　生-10R, 三連複, 2  3  4, 30, 370, 0.081, 64
01_桐　生-10R, 三連単, 2  3  4, 89, 1109, 0.08, 21
01_桐　生-11R, 三連複, 2  3  4, 54, 370, 0.146, 55
01_桐　生-11R, 三連単, 2  3  4, 121, 1109, 0.109, 16
01_桐　生-12R, 三連複, 2  3  4, 81, 370, 0.219, 55
01_桐　生-12R, 三連単, 2  3  4, 167, 1109, 0.151, 13
01_桐　生-01R, 三連複, 2  3  5, 3, 432, 0.007, 31
01_桐　生-01R, 三連単, 2  3  5, 92, 1077, 0.085, 8
01_桐　生-02R, 三連複, 2  3  5, 54, 432, 0.125, 77
01_桐　生-02R, 三連単, 2  3  5, 251, 1077, 0.233, 20
01_桐　生-03R, 三連複, 2  3  5, 7, 432, 0.016, 96
01_桐　生-03R, 三連単, 2  3  5, 73, 1077, 0.068, 25
01_桐　生-04R, 三連複, 2  3  5, 5, 432, 0.012, 100
01_桐　生-04R, 三連単, 2  3  5, 5, 1077, 0.005, 18
01_桐　生-05R, 三連複, 2  3  5, 14, 432, 0.032, 97
01_桐　生-05R, 三連単, 2  3  5, 80, 1077, 0.074, 14
01_桐　生-06R, 三連複, 2  3  5, 352, 432, 0.815, 20
01_桐　生-06R, 三連単, 2  3  5, 352, 1077, 0.327, 4
01_桐　生-07R, 三連複, 2  3  5, 12, 432, 0.028, 77
01_桐　生-07R, 三連単, 2  3  5, 62, 1077, 0.058, 26
01_桐　生-08R, 三連複, 2  3  5, 86, 432, 0.199, 62
01_桐　生-08R, 三連単, 2  3  5, 769, 1077, 0.714, 7
01_桐　生-09R, 三連複, 2  3  5, 35, 432, 0.081, 58
01_桐　生-09R, 三連単, 2  3  5, 218, 1077, 0.202, 12
01_桐　生-10R, 三連複, 2  3  5, 12, 432, 0.028, 49
01_桐　生-10R, 三連単, 2  3  5, 12, 1077, 0.011, 13
01_桐　生-11R, 三連複, 2  3  5, 74, 432, 0.171, 35
01_桐　生-11R, 三連単, 2  3  5, 230, 1077, 0.214, 8
01_桐　生-12R, 三連複, 2  3  5, 67, 432, 0.155, 38
01_桐　生-12R, 三連単, 2  3  5, 353, 1077, 0.328, 7
01_桐　生-01R, 三連複, 2  3  6, 48, 502, 0.096, 39
01_桐　生-01R, 三連単, 2  3  6, 422, 1307, 0.323, 14
01_桐　生-02R, 三連複, 2  3  6, 19, 502, 0.038, 70
01_桐　生-02R, 三連単, 2  3  6, 19, 1307, 0.015, 21
01_桐　生-03R, 三連複, 2  3  6, 49, 502, 0.098, 66
01_桐　生-03R, 三連単, 2  3  6, 65, 1307, 0.05, 19
01_桐　生-04R, 三連複, 2  3  6, 34, 502, 0.068, 70
01_桐　生-04R, 三連単, 2  3  6, 45, 1307, 0.034, 19
01_桐　生-05R, 三連複, 2  3  6, 28, 502, 0.056, 79
01_桐　生-05R, 三連単, 2  3  6, 28, 1307, 0.021, 19
01_桐　生-06R, 三連複, 2  3  6, 118, 502, 0.235, 11
01_桐　生-06R, 三連単, 2  3  6, 120, 1307, 0.092, 3
01_桐　生-07R, 三連複, 2  3  6, 33, 502, 0.066, 64
01_桐　生-07R, 三連単, 2  3  6, 118, 1307, 0.09, 20
01_桐　生-08R, 三連複, 2  3  6, 12, 502, 0.024, 43
01_桐　生-08R, 三連単, 2  3  6, 1080, 1307, 0.826, 7
01_桐　生-09R, 三連複, 2  3  6, 45, 502, 0.09, 38
01_桐　生-09R, 三連単, 2  3  6, 45, 1307, 0.034, 10
01_桐　生-10R, 三連複, 2  3  6, 52, 502, 0.104, 43
01_桐　生-10R, 三連単, 2  3  6, 146, 1307, 0.112, 10
01_桐　生-11R, 三連複, 2  3  6, 36, 502, 0.072, 27
01_桐　生-11R, 三連単, 2  3  6, 36, 1307, 0.028, 6
01_桐　生-12R, 三連複, 2  3  6, 64, 502, 0.127, 18
01_桐　生-12R, 三連単, 2  3  6, 1879, 1307, 0, 0
01_桐　生-01R, 拡連複, 2  4, 13, 47, 0.277, 634
01_桐　生-01R, 二連複, 2  4, 17, 219, 0.078, 218
01_桐　生-01R, 二連単, 2  4, 32, 441, 0.073, 71
01_桐　生-02R, 拡連複, 2  4, 5, 47, 0.106, 442
01_桐　生-02R, 二連複, 2  4, 9, 219, 0.041, 121
01_桐　生-02R, 二連単, 2  4, 18, 441, 0.041, 69
01_桐　生-03R, 拡連複, 2  4, 5, 47, 0.106, 418
01_桐　生-03R, 二連複, 2  4, 20, 219, 0.091, 145
01_桐　生-03R, 二連単, 2  4, 20, 441, 0.045, 77
01_桐　生-04R, 拡連複, 2  4, 0, 47, 0, 419
01_桐　生-04R, 二連複, 2  4, 17, 219, 0.078, 133
01_桐　生-04R, 二連単, 2  4, 17, 441, 0.039, 76
01_桐　生-05R, 拡連複, 2  4, 2, 47, 0.043, 384
01_桐　生-05R, 二連複, 2  4, 4, 219, 0.018, 124
01_桐　生-05R, 二連単, 2  4, 40, 441, 0.091, 75
01_桐　生-06R, 拡連複, 2  4, 1, 47, 0.021, 284
01_桐　生-06R, 二連複, 2  4, 127, 219, 0.58, 30
01_桐　生-06R, 二連単, 2  4, 127, 441, 0.288, 11
01_桐　生-07R, 拡連複, 2  4, 1, 47, 0.021, 397
01_桐　生-07R, 二連複, 2  4, 9, 219, 0.041, 98
01_桐　生-07R, 二連単, 2  4, 9, 441, 0.02, 61
01_桐　生-08R, 拡連複, 2  4, 15, 47, 0.319, 301
01_桐　生-08R, 二連複, 2  4, 345, 219, 1.575, 78
01_桐　生-08R, 二連単, 2  4, 345, 441, 0.782, 46
01_桐　生-09R, 拡連複, 2  4, 1, 47, 0.021, 364
01_桐　生-09R, 二連複, 2  4, 9, 219, 0.041, 86
01_桐　生-09R, 二連単, 2  4, 9, 441, 0.02, 52
01_桐　生-10R, 拡連複, 2  4, 13, 47, 0.277, 383
01_桐　生-10R, 二連複, 2  4, 30, 219, 0.137, 79
01_桐　生-10R, 二連単, 2  4, 30, 441, 0.068, 40
01_桐　生-11R, 拡連複, 2  4, 10, 47, 0.213, 357
01_桐　生-11R, 二連複, 2  4, 33, 219, 0.151, 69
01_桐　生-11R, 二連単, 2  4, 33, 441, 0.075, 43
01_桐　生-12R, 拡連複, 2  4, 1, 47, 0.021, 327
01_桐　生-12R, 二連複, 2  4, 28, 219, 0.128, 67
01_桐　生-12R, 二連単, 2  4, 28, 441, 0.063, 41
01_桐　生-01R, 三連単, 2  4  1, 38, 1022, 0.037, 29
01_桐　生-02R, 三連単, 2  4  1, 278, 1022, 0.272, 20
01_桐　生-03R, 三連単, 2  4  1, 64, 1022, 0.063, 22
01_桐　生-04R, 三連単, 2  4  1, 43, 1022, 0.042, 24
01_桐　生-05R, 三連単, 2  4  1, 100, 1022, 0.098, 28
01_桐　生-06R, 三連単, 2  4  1, 127, 1022, 0.124, 4
01_桐　生-07R, 三連単, 2  4  1, 35, 1022, 0.034, 25
01_桐　生-08R, 三連単, 2  4  1, 444, 1022, 0.434, 19
01_桐　生-09R, 三連単, 2  4  1, 190, 1022, 0.186, 19
01_桐　生-10R, 三連単, 2  4  1, 54, 1022, 0.053, 14
01_桐　生-11R, 三連単, 2  4  1, 80, 1022, 0.078, 19
01_桐　生-12R, 三連単, 2  4  1, 84, 1022, 0.082, 14
01_桐　生-01R, 三連単, 2  4  3, 32, 1091, 0.029, 23
01_桐　生-02R, 三連単, 2  4  3, 18, 1091, 0.016, 24
01_桐　生-03R, 三連単, 2  4  3, 286, 1091, 0.262, 24
01_桐　生-04R, 三連単, 2  4  3, 124, 1091, 0.114, 15
01_桐　生-05R, 三連単, 2  4  3, 40, 1091, 0.037, 23
01_桐　生-06R, 三連単, 2  4  3, 1886, 1091, 0, 0
01_桐　生-07R, 三連単, 2  4  3, 9, 1091, 0.008, 16
01_桐　生-08R, 三連単, 2  4  3, 1020, 1091, 0.935, 11
01_桐　生-09R, 三連単, 2  4  3, 9, 1091, 0.008, 15
01_桐　生-10R, 三連単, 2  4  3, 30, 1091, 0.027, 10
01_桐　生-11R, 三連単, 2  4  3, 280, 1091, 0.257, 8
01_桐　生-12R, 三連単, 2  4  3, 81, 1091, 0.074, 10
01_桐　生-01R, 三連複, 2  4  5, 17, 467, 0.036, 122
01_桐　生-01R, 三連単, 2  4  5, 327, 1605, 0.204, 15
01_桐　生-02R, 三連複, 2  4  5, 5, 467, 0.011, 81
01_桐　生-02R, 三連単, 2  4  5, 77, 1605, 0.048, 18
01_桐　生-03R, 三連複, 2  4  5, 46, 467, 0.099, 84
01_桐　生-03R, 三連単, 2  4  5, 225, 1605, 0.14, 17
01_桐　生-04R, 三連複, 2  4  5, 0, 467, 0, 86
01_桐　生-04R, 三連単, 2  4  5, 30, 1605, 0.019, 21
01_桐　生-05R, 三連複, 2  4  5, 78, 467, 0.167, 67
01_桐　生-05R, 三連単, 2  4  5, 473, 1605, 0.295, 8
01_桐　生-06R, 三連複, 2  4  5, 139, 467, 0.298, 22
01_桐　生-06R, 三連単, 2  4  5, 139, 1605, 0.087, 4
01_桐　生-07R, 三連複, 2  4  5, 41, 467, 0.088, 60
01_桐　生-07R, 三連単, 2  4  5, 49, 1605, 0.031, 10
01_桐　生-08R, 三連複, 2  4  5, 15, 467, 0.032, 59
01_桐　生-08R, 三連単, 2  4  5, 345, 1605, 0.215, 11
01_桐　生-09R, 三連複, 2  4  5, 57, 467, 0.122, 40
01_桐　生-09R, 三連単, 2  4  5, 57, 1605, 0.036, 9
01_桐　生-10R, 三連複, 2  4  5, 150, 467, 0.321, 59
01_桐　生-10R, 三連単, 2  4  5, 264, 1605, 0.164, 6
01_桐　生-11R, 三連複, 2  4  5, 33, 467, 0.071, 35
01_桐　生-11R, 三連単, 2  4  5, 33, 1605, 0.021, 12
01_桐　生-12R, 三連複, 2  4  5, 28, 467, 0.06, 30
01_桐　生-12R, 三連単, 2  4  5, 28, 1605, 0.017, 9
01_桐　生-01R, 三連複, 2  4  6, 122, 495, 0.246, 59
01_桐　生-01R, 三連単, 2  4  6, 486, 1987, 0.245, 4
01_桐　生-02R, 三連複, 2  4  6, 9, 495, 0.018, 56
01_桐　生-02R, 三連単, 2  4  6, 294, 1987, 0.148, 7
01_桐　生-03R, 三連複, 2  4  6, 9, 495, 0.018, 58
01_桐　生-03R, 三連単, 2  4  6, 20, 1987, 0.01, 14
01_桐　生-04R, 三連複, 2  4  6, 17, 495, 0.034, 62
01_桐　生-04R, 三連単, 2  4  6, 17, 1987, 0.009, 16
01_桐　生-05R, 三連複, 2  4  6, 50, 495, 0.101, 52
01_桐　生-05R, 三連単, 2  4  6, 254, 1987, 0.128, 16
01_桐　生-06R, 三連複, 2  4  6, 122, 495, 0.246, 12
01_桐　生-06R, 三連単, 2  4  6, 349, 1987, 0.176, 2
01_桐　生-07R, 三連複, 2  4  6, 11, 495, 0.022, 48
01_桐　生-07R, 三連単, 2  4  6, 11, 1987, 0.006, 10
01_桐　生-08R, 三連複, 2  4  6, 518, 495, 1.046, 41
01_桐　生-08R, 三連単, 2  4  6, 1148, 1987, 0.578, 5
01_桐　生-09R, 三連複, 2  4  6, 30, 495, 0.061, 44
01_桐　生-09R, 三連単, 2  4  6, 30, 1987, 0.015, 9
01_桐　生-10R, 三連複, 2  4  6, 135, 495, 0.273, 42
01_桐　生-10R, 三連単, 2  4  6, 372, 1987, 0.187, 10
01_桐　生-11R, 三連複, 2  4  6, 10, 495, 0.02, 17
01_桐　生-11R, 三連単, 2  4  6, 66, 1987, 0.033, 4
01_桐　生-12R, 三連複, 2  4  6, 268, 495, 0.541, 26
01_桐　生-12R, 三連単, 2  4  6, 268, 1987, 0.135, 8
01_桐　生-01R, 拡連複, 2  5, 3, 61, 0.049, 250
01_桐　生-01R, 二連複, 2  5, 37, 456, 0.081, 48
01_桐　生-01R, 二連単, 2  5, 325, 626, 0.519, 24
01_桐　生-02R, 拡連複, 2  5, 0, 61, 0, 338
01_桐　生-02R, 二連複, 2  5, 8, 456, 0.018, 83
01_桐　生-02R, 二連単, 2  5, 8, 626, 0.013, 42
01_桐　生-03R, 拡連複, 2  5, 6, 61, 0.098, 352
01_桐　生-03R, 二連複, 2  5, 6, 456, 0.013, 96
01_桐　生-03R, 二連単, 2  5, 6, 626, 0.01, 50
01_桐　生-04R, 拡連複, 2  5, 0, 61, 0, 366
01_桐　生-04R, 二連複, 2  5, 0, 456, 0, 92
01_桐　生-04R, 二連単, 2  5, 0, 626, 0, 49
01_桐　生-05R, 拡連複, 2  5, 0, 61, 0, 354
01_桐　生-05R, 二連複, 2  5, 14, 456, 0.031, 104
01_桐　生-05R, 二連単, 2  5, 44, 626, 0.07, 51
01_桐　生-06R, 拡連複, 2  5, 12, 61, 0.197, 253
01_桐　生-06R, 二連複, 2  5, 87, 456, 0.191, 34
01_桐　生-06R, 二連単, 2  5, 87, 626, 0.139, 22
01_桐　生-07R, 拡連複, 2  5, 10, 61, 0.164, 312
01_桐　生-07R, 二連複, 2  5, 12, 456, 0.026, 91
01_桐　生-07R, 二連単, 2  5, 12, 626, 0.019, 53
01_桐　生-08R, 拡連複, 2  5, 0, 61, 0, 453
01_桐　生-08R, 二連複, 2  5, 0, 456, 0, 98
01_桐　生-08R, 二連単, 2  5, 0, 626, 0, 36
01_桐　生-09R, 拡連複, 2  5, 0, 61, 0, 313
01_桐　生-09R, 二連複, 2  5, 34, 456, 0.075, 58
01_桐　生-09R, 二連単, 2  5, 196, 626, 0.313, 29
01_桐　生-10R, 拡連複, 2  5, 0, 61, 0, 311
01_桐　生-10R, 二連複, 2  5, 17, 456, 0.037, 60
01_桐　生-10R, 二連単, 2  5, 281, 626, 0.449, 29
01_桐　生-11R, 拡連複, 2  5, 6, 61, 0.098, 260
01_桐　生-11R, 二連複, 2  5, 7, 456, 0.015, 42
01_桐　生-11R, 二連単, 2  5, 100, 626, 0.16, 21
01_桐　生-12R, 拡連複, 2  5, 4, 61, 0.066, 249
01_桐　生-12R, 二連複, 2  5, 26, 456, 0.057, 43
01_桐　生-12R, 二連単, 2  5, 26, 626, 0.042, 32
01_桐　生-01R, 三連単, 2  5  1, 705, 1559, 0.452, 4
01_桐　生-02R, 三連単, 2  5  1, 8, 1559, 0.005, 19
01_桐　生-03R, 三連単, 2  5  1, 6, 1559, 0.004, 17
01_桐　生-04R, 三連単, 2  5  1, 95, 1559, 0.061, 10
01_桐　生-05R, 三連単, 2  5  1, 377, 1559, 0.242, 11
01_桐　生-06R, 三連単, 2  5  1, 87, 1559, 0.056, 6
01_桐　生-07R, 三連単, 2  5  1, 57, 1559, 0.037, 16
01_桐　生-08R, 三連単, 2  5  1, 0, 1559, 0, 10
01_桐　生-09R, 三連単, 2  5  1, 196, 1559, 0.126, 13
01_桐　生-10R, 三連単, 2  5  1, 458, 1559, 0.294, 9
01_桐　生-11R, 三連単, 2  5  1, 259, 1559, 0.166, 4
01_桐　生-12R, 三連単, 2  5  1, 26, 1559, 0.017, 13
01_桐　生-01R, 三連単, 2  5  3, 325, 1855, 0.175, 8
01_桐　生-02R, 三連単, 2  5  3, 223, 1855, 0.12, 7
01_桐　生-03R, 三連単, 2  5  3, 541, 1855, 0.292, 8
01_桐　生-04R, 三連単, 2  5  3, 27, 1855, 0.015, 16
01_桐　生-05R, 三連単, 2  5  3, 393, 1855, 0.212, 20
01_桐　生-06R, 三連単, 2  5  3, 630, 1855, 0.34, 5
01_桐　生-07R, 三連単, 2  5  3, 12, 1855, 0.006, 16
01_桐　生-08R, 三連単, 2  5  3, 259, 1855, 0.14, 12
01_桐　生-09R, 三連単, 2  5  3, 222, 1855, 0.12, 10
01_桐　生-10R, 三連単, 2  5  3, 281, 1855, 0.151, 7
01_桐　生-11R, 三連単, 2  5  3, 321, 1855, 0.173, 3
01_桐　生-12R, 三連単, 2  5  3, 67, 1855, 0.036, 8
01_桐　生-01R, 三連単, 2  5  4, 479, 2925, 0.164, 7
01_桐　生-02R, 三連単, 2  5  4, 88, 2925, 0.03, 10
01_桐　生-03R, 三連単, 2  5  4, 151, 2925, 0.052, 14
01_桐　生-04R, 三連単, 2  5  4, 0, 2925, 0, 10
01_桐　生-05R, 三連単, 2  5  4, 78, 2925, 0.027, 10
01_桐　生-06R, 三連単, 2  5  4, 662, 2925, 0.226, 2
01_桐　生-07R, 三連単, 2  5  4, 73, 2925, 0.025, 15
01_桐　生-08R, 三連単, 2  5  4, 111, 2925, 0.038, 8
01_桐　生-09R, 三連単, 2  5  4, 771, 2925, 0.264, 3
01_桐　生-10R, 三連単, 2  5  4, 338, 2925, 0.116, 9
01_桐　生-11R, 三連単, 2  5  4, 100, 2925, 0.034, 5
01_桐　生-12R, 三連単, 2  5  4, 87, 2925, 0.03, 4
01_桐　生-01R, 三連複, 2  5  6, 159, 903, 0.176, 26
01_桐　生-01R, 三連単, 2  5  6, 1652, 2261, 0.731, 5
01_桐　生-02R, 三連複, 2  5  6, 3, 903, 0.003, 49
01_桐　生-02R, 三連単, 2  5  6, 290, 2261, 0.128, 6
01_桐　生-03R, 三連複, 2  5  6, 30, 903, 0.033, 56
01_桐　生-03R, 三連単, 2  5  6, 101, 2261, 0.045, 11
01_桐　生-04R, 三連複, 2  5  6, 62, 903, 0.069, 59
01_桐　生-04R, 三連単, 2  5  6, 444, 2261, 0.196, 13
01_桐　生-05R, 三連複, 2  5  6, 0, 903, 0, 49
01_桐　生-05R, 三連単, 2  5  6, 44, 2261, 0.019, 10
01_桐　生-06R, 三連複, 2  5  6, 50, 903, 0.055, 22
01_桐　生-06R, 三連単, 2  5  6, 471, 2261, 0.208, 9
01_桐　生-07R, 三連複, 2  5  6, 10, 903, 0.011, 29
01_桐　生-07R, 三連単, 2  5  6, 842, 2261, 0.372, 6
01_桐　生-08R, 三連複, 2  5  6, 44, 903, 0.049, 41
01_桐　生-08R, 三連単, 2  5  6, 45, 2261, 0.02, 6
01_桐　生-09R, 三連複, 2  5  6, 21, 903, 0.023, 27
01_桐　生-09R, 三連単, 2  5  6, 774, 2261, 0.342, 3
01_桐　生-10R, 三連複, 2  5  6, 298, 903, 0.33, 20
01_桐　生-10R, 三連単, 2  5  6, 318, 2261, 0.141, 4
01_桐　生-11R, 三連複, 2  5  6, 290, 903, 0.321, 27
01_桐　生-11R, 三連単, 2  5  6, 478, 2261, 0.211, 9
01_桐　生-12R, 三連複, 2  5  6, 333, 903, 0.369, 24
01_桐　生-12R, 三連単, 2  5  6, 333, 2261, 0.147, 7
01_桐　生-01R, 拡連複, 2  6, 48, 80, 0.6, 165
01_桐　生-01R, 二連複, 2  6, 64, 373, 0.172, 35
01_桐　生-01R, 二連単, 2  6, 64, 707, 0.091, 15
01_桐　生-02R, 拡連複, 2  6, 3, 80, 0.038, 268
01_桐　生-02R, 二連複, 2  6, 17, 373, 0.046, 71
01_桐　生-02R, 二連単, 2  6, 17, 707, 0.024, 44
01_桐　生-03R, 拡連複, 2  6, 9, 80, 0.113, 271
01_桐　生-03R, 二連複, 2  6, 27, 373, 0.072, 63
01_桐　生-03R, 二連単, 2  6, 27, 707, 0.038, 44
01_桐　生-04R, 拡連複, 2  6, 17, 80, 0.213, 304
01_桐　生-04R, 二連複, 2  6, 42, 373, 0.113, 78
